what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1357959727629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959753511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959764360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959766657
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959771995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959796242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1357959796963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1357959797098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959802046
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959807544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959810594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959810620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959814592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959820634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959822418
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959822498
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357959839528
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959841098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959849690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959865033
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1357959873261
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1357959873591
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1357959873813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1357959875156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959910637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959912089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959914170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959939064
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959942067
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959942067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357959943878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959949069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959983146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357959984324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960038392
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1357960046413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357960046465
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1357960052706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960054698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960064812
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.override.methods",1357960064913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1357960069231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960072624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960080996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960093581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960094736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1357960102539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960105944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357960108566
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1357960109564
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1357960109708
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1357960109846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1357960115041
